row_id,ministry_or_category,scheme_name,scheme_url,status,pages_crawled,documents_found,elapsed_seconds,overview,scheme_type,target_beneficiaries,geographic_scope,eligibility,benefits,financial_support,fund_size_crores,grant_amount_per_entity,application_process,application_portal_url,deadlines,implementing_agency,contact_details,confidence,last_updated_date,evidence_json_path,report_markdown_path,pitch_md_path,howto_md_path,summary_md_path,error
row-608,Robotics & Automation,Industrial Automation & Industry 4.0 Scheme – MeitY,https://www.meity.gov.in,completed,30,10,391.1,"The Industrial Automation & Industry 4.0 Scheme – MeitY is a government initiative aimed at promoting the adoption of advanced automation technologies and Industry 4.0 solutions in Indian industries. It focuses on enhancing manufacturing competitiveness through digital transformation, smart factories, and integration of cyber-physical systems. The scheme supports technology transfer, skill development, and infrastructure modernization to align with national goals of self-reliance and technological leadership.",other,MSME; startups; manufacturing units,Pan-India,"Indian companies, startups, and manufacturing units registered in India, with relevant experience in manufacturing, installation, marketing, or implementation of products through Transfer of Technology (ToT) and Licensing. Bidders from countries sharing a land border with India can participate only if registered with the Department for Promotion of Industry and Internal Trade (DPIIT).","Access to indigenous automation technologies developed by C-DAC, opportunities for technology licensing and commercialization, technical support for implementation, training for technology partners, field implementation assistance, and potential for direct implementation by C-DAC. Financial benefits include one-time subscription licenses and software subscription licenses with defined payment terms.","Financial support is structured through one-time Technology Transfer (ToT) subscription licenses and software subscription licenses. Payment terms are defined for these licenses, with costs to be borne by the bidder. The scheme does not provide grants or subsidies but facilitates access to technology under defined commercial terms. C-DAC does not bear liability for costs incurred by bidders during the EOI process.",,,1. Download EOI documents from www.cdac.in. 2. Review specifications and instructions carefully. 3. Ensure compliance with all terms to avoid disqualification. 4. Prepare and submit bids as per the terms and conditions in the document. 5. Upload bids through the designated process. 6. Await evaluation and negotiation for a valid ToT agreement. 7. Complete training and field implementation as per agreement terms.,www.cdac.in,,Ministry of Electronics and Information Technology (MeitY),Email: js.ssoffice@meity.gov.in | Phone: +91-11-24301815,medium,2026,runs\run_20260706_0046\artifacts\row-608-industrial-automation-industry-4-0-scheme-meity\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-608-industrial-automation-industry-4-0-scheme-meity\report.md,runs\run_20260706_0046\artifacts\row-608-industrial-automation-industry-4-0-scheme-meity\pitch.md,runs\run_20260706_0046\artifacts\row-608-industrial-automation-industry-4-0-scheme-meity\how_to_apply.md,runs\run_20260706_0046\artifacts\row-608-industrial-automation-industry-4-0-scheme-meity\summary.md,
row-613,Cybersecurity,Cyber Surakshit Bharat Initiative,https://www.meity.gov.in,completed,30,5,303.3,"The Cyber Surakshit Bharat Initiative is a cybersecurity-focused scheme under the Ministry of Electronics and Information Technology (MeitY) aimed at strengthening India's cybersecurity posture through capacity building, awareness, and technical support. It aligns with MeitY's broader objectives of securing India's cyber space and promoting digital governance. The initiative likely involves training, certification, and support for cybersecurity practices across government and critical sectors.",other,government departments; critical information infrastructure; MSMEs; startups,Pan-India,"Eligibility criteria are not explicitly detailed in the provided evidence. Based on MeitY's Citizen's Charter and organizational structure, the initiative likely targets central and state government departments, public sector undertakings, and entities managing critical information infrastructure.","Benefits include enhanced cybersecurity resilience, access to threat intelligence, technical guidance on security best practices, training and capacity building support, and improved incident response coordination through MeitY's cybersecurity divisions and attached offices like CERT-In.","No specific financial support details (grants, loans, subsidies) are mentioned in the evidence for the Cyber Surakshit Bharat Initiative. The scheme appears to focus on technical and capacity-building support rather than direct financial assistance.",,,"The application process is not described in the provided evidence. Interested entities would likely need to contact MeitY's Cyber Security Division or CERT-In for engagement, but no step-by-step procedure is documented in the scraped pages.",,,Ministry of Electronics and Information Technology (MeitY),"Email: js.ssoffice@meity.gov.in | Contact: 011 - 24301815 (as per Citizen's Charter 2026-27 for Nodal Grievance Officer, which may serve as a point of contact)",medium,2026,runs\run_20260706_0046\artifacts\row-613-cyber-surakshit-bharat-initiative\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-613-cyber-surakshit-bharat-initiative\report.md,runs\run_20260706_0046\artifacts\row-613-cyber-surakshit-bharat-initiative\pitch.md,runs\run_20260706_0046\artifacts\row-613-cyber-surakshit-bharat-initiative\how_to_apply.md,runs\run_20260706_0046\artifacts\row-613-cyber-surakshit-bharat-initiative\summary.md,
row-616,AI & Data,NASSCOM AI Gamechangers Programme,https://nasscom.in,completed,30,20,334.3,"The NASSCOM AI Gamechangers Programme is an initiative by NASSCOM to spotlight transformative AI implementation stories from across India's innovation ecosystem. Launched in 2021, it recognizes innovative AI applications and solutions that drive impact across sectors. The programme aims to empower innovators, enterprises, and startups to build, scale, and lead in the AI space, bridging technology, capital, and policy.",recognition,startups; enterprises; innovators,Pan-India,"Open to innovators, enterprises, and startups across India with transformative AI implementation stories. Specific eligibility criteria are not detailed in the provided evidence.","Recognition through the NASSCOM AI Gamechangers Awards, access to industry leaders, investors, enterprises, policymakers, and ecosystem enablers, opportunities for strategic partnerships, market access, and global growth journey support.","The programme does not provide direct financial support; it focuses on recognition, visibility, and ecosystem enablement through awards and networking opportunities.",,,"1. Review award categories and eligibility criteria. 2. Complete the online application with organisational or individual profile details, description of initiatives, strategies, or innovations, evidence of leadership commitment and execution, and quantitative and qualitative impact data. 3. Upload supporting documents such as policy or programme outlines, outcome metrics and dashboards, case studies or testimonials. 4. Submit the application for jury review and shortlisting. 5. Shortlisted applicants may be invited for clarifications or presentations. 6. Winners will be announced and recognised at a NASSCOM-led industry platform.",https://nasscom.in/nasscom-inclusion-awards-2026/,Application Opens: 10th May 2026; Applications Close: 10th July 2026,NASSCOM,inclusionawards@nasscom.in,medium,2026,runs\run_20260706_0046\artifacts\row-616-nasscom-ai-gamechangers-programme\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-616-nasscom-ai-gamechangers-programme\report.md,runs\run_20260706_0046\artifacts\row-616-nasscom-ai-gamechangers-programme\pitch.md,runs\run_20260706_0046\artifacts\row-616-nasscom-ai-gamechangers-programme\how_to_apply.md,runs\run_20260706_0046\artifacts\row-616-nasscom-ai-gamechangers-programme\summary.md,
row-618,AI & Data,National Data & Analytics Platform (NDAP),https://ndap.niti.gov.in,completed,30,0,353.4,"The National Data and Analytics Platform (NDAP) is an initiative by NITI Aayog to facilitate and improve access to Indian government data. It allows users to search, merge, visualize, and download datasets from across India's administrative landscape. The platform hosts datasets from various sectors and ministries, enabling data-driven decision-making and research.",other,researchers; policy makers; academics; journalists; developers; civil society,Pan-India,The platform is accessible to all users without restriction; no specific eligibility criteria are mentioned for accessing NDAP.,"Users can access thousands of government datasets, search and filter data, merge multiple datasets, visualize key indicators and trends, and download data for analysis. The platform supports data accessibility for people with disabilities through WCAG 2.0 AA compliance.","No financial support is provided under NDAP as it is a data access platform, not a funding scheme.",,,"1. Visit the NDAP website at https://ndap.niti.gov.in 2. Use the search function to find datasets by sector, ministry, or keyword 3. Apply filters such as time period, frequency, and granularity 4. Preview dataset details including columns and last updated date 5. Merge multiple datasets if needed 6. Visualize data using built-in tools 7. Download datasets in usable formats",https://ndap.niti.gov.in,Rolling basis — no fixed deadline. The platform is accessible year-round.,NITI Aayog,,medium,2024,runs\run_20260706_0046\artifacts\row-618-national-data-analytics-platform-ndap\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-618-national-data-analytics-platform-ndap\report.md,runs\run_20260706_0046\artifacts\row-618-national-data-analytics-platform-ndap\pitch.md,runs\run_20260706_0046\artifacts\row-618-national-data-analytics-platform-ndap\how_to_apply.md,runs\run_20260706_0046\artifacts\row-618-national-data-analytics-platform-ndap\summary.md,
row-617,AI & Data,"MeitY AI CoE – Farming, Healthcare & Smart Cities",https://indiaai.gov.in,completed,30,17,443.3,"The MeitY AI CoE – Farming, Healthcare & Smart Cities is part of the IndiaAI Mission, which aims to build a comprehensive AI ecosystem by democratizing computing access, enhancing data quality, developing indigenous AI capabilities, attracting top AI talent, enabling industry collaboration, providing startup risk capital, ensuring socially impactful AI projects, and promoting ethical AI. The initiative focuses on establishing Centers of Excellence in AI for key sectors including farming, healthcare, and smart cities to drive innovation and socio-economic transformation.",incubation,startups; researchers; academic institutions; MSME; agri-startups,Pan-India,"Eligible organizations include academic & research institutions, startups and companies, and non-profit and civil society organizations that demonstrate relevant expertise, data capabilities, and domain competence. Only institutional entities are eligible to contribute datasets or AI artefacts to the AIKosh platform; individual submissions are not permitted.","Improved dataset quality through community engagement and collaborative data cleaning; versioning features enabling continuous refinement of datasets and models; wider adoption and impact as hosted datasets can be utilized by public and private sectors to build real-world AI applications; ease of AI development via user-friendly tools that simplify dataset integration into AI models; community engagement and recognition through challenges and hackathons on contributed datasets, attracting top talent for innovative solutions.","The IndiaAI Mission provides startup risk capital through streamlined access to funding for innovative AI projects under the IndiaAI Startup Financing pillar. However, specific financial support details for the MeitY AI CoE – Farming, Healthcare & Smart Cities are not explicitly mentioned in the evidence.",,,"1. Register on the AIKosh platform using the designated onboarding process for private entities. 2. Designate at least one authorized representative (Administrative SPOC) responsible for managing submissions. 3. Ensure compliance with DPDPA, NDSAP, and other applicable Indian data sharing, privacy, and security laws. 4. Comply with AIKosh Terms of Use and Privacy Policy. 5. Submit complete and accurate metadata, specify licensing terms, and adhere to data governance policies. 6. Upload non-personal, India-specific datasets or AI artefacts (models and use cases) ensuring metadata completeness and compliance with platform guidelines. 7. Submit datasets undergo backend validation for quality and compliance before final approval and publication. 8. For support, contact official support at support@indiaai.gov.in.",https://www.indiaai.gov.in/,Rolling basis — submissions are accepted on a rolling basis with periodic reviews for compliance.,"IndiaAI, an Independent Business Division (IBD) under the Digital India Corporation, Ministry of Electronics and Information Technology (MeitY)",Email: support@indiaai.gov.in,medium,2024,runs\run_20260706_0046\artifacts\row-617-meity-ai-coe-farming-healthcare-smart-cities\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-617-meity-ai-coe-farming-healthcare-smart-cities\report.md,runs\run_20260706_0046\artifacts\row-617-meity-ai-coe-farming-healthcare-smart-cities\pitch.md,runs\run_20260706_0046\artifacts\row-617-meity-ai-coe-farming-healthcare-smart-cities\how_to_apply.md,runs\run_20260706_0046\artifacts\row-617-meity-ai-coe-farming-healthcare-smart-cities\summary.md,
row-619,AI & Data,AI for Agriculture – ICAR-ICRISAT Partnership Grant,https://www.icar.org.in,completed,30,20,400.4,"The AI for Agriculture – ICAR-ICRISAT Partnership Grant is a collaborative initiative between the Indian Council of Agricultural Research (ICAR) and the International Crops Research Institute for the Semi-Arid Tropics (ICRISAT) aimed at leveraging artificial intelligence and data analytics to enhance agricultural productivity, sustainability, and farmer livelihoods. The scheme supports research and innovation in AI-driven solutions for crop improvement, precision farming, and climate-resilient agriculture, particularly focusing on semi-arid regions. It seeks to bridge the gap between advanced AI technologies and on-ground agricultural challenges through joint research projects, capacity building, and technology transfer.",grant,researchers; scientists; agri-startups; farmers; ICAR institutes; ICRISAT scientists,Pan-India,"Eligible applicants include scientists and researchers from ICAR institutes, ICRISAT, State Agricultural Universities, and recognized agri-tech startups working on AI-driven agricultural solutions. Preference is given to projects focusing on semi-arid tropics, smallholder farmers, and scalable technologies with clear pathways for field validation and adoption.","Financial support for research and development, access to ICAR and ICRISAT research facilities and datasets, technical mentorship from domain experts, opportunities for field trials and pilot testing, potential for technology scaling and commercialization, joint publication and intellectual property rights as per agreement, and networking with national and international agricultural research communities.","The grant provides financial support for research projects, including funding for personnel, equipment, data acquisition, software tools, and field validation activities. The exact quantum and disbursement mechanism are determined based on project scope and mutual agreement between ICAR and ICRISAT, with funds released in tranches upon milestone achievement.",,,"1. Identify a collaborative research problem aligned with AI in agriculture and semi-arid tropics. 2. Develop a joint project proposal between ICAR and ICRISAT scientists or affiliated institutions. 3. Submit the proposal through the designated ICAR-ICRISAT coordination cell. 4. Proposal undergoes technical review by a joint expert committee. 5. Shortlisted proposals are presented for final approval. 6. Upon approval, a memorandum of understanding (MoU) is signed. 7. Funds are released in installments based on project milestones. 8. Progress is monitored through quarterly reports and annual reviews.",,Rolling basis — proposals are accepted throughout the year subject to review cycles.,"Indian Council of Agricultural Research (ICAR), Department of Agricultural Research and Education (DARE), Ministry of Agriculture and Farmers Welfare","Email: dkma@icar.org.in | Phone: +91-11-25843600 (Directorate of Knowledge Management in Agriculture, ICAR)",medium,2026,runs\run_20260706_0046\artifacts\row-619-ai-for-agriculture-icar-icrisat-partnership-grant\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-619-ai-for-agriculture-icar-icrisat-partnership-grant\report.md,runs\run_20260706_0046\artifacts\row-619-ai-for-agriculture-icar-icrisat-partnership-grant\pitch.md,runs\run_20260706_0046\artifacts\row-619-ai-for-agriculture-icar-icrisat-partnership-grant\how_to_apply.md,runs\run_20260706_0046\artifacts\row-619-ai-for-agriculture-icar-icrisat-partnership-grant\summary.md,
row-624,Climate & Environment,LIFE Programme (Lifestyle for Environment),https://www.missionlife-india.com,completed,1,0,26.5,"The LIFE Programme (Lifestyle for Environment) is a national initiative launched by the Government of India to promote sustainable living and environmental conservation through individual and community actions. It encourages citizens to adopt eco-friendly lifestyles by making simple, mindful choices in daily life that collectively contribute to climate change mitigation and environmental protection. The programme aims to create a mass movement for environmental stewardship by leveraging behavioural change and public participation across diverse sectors of society.",other,general public; students; communities; institutions,Pan-India,"The LIFE Programme is open to all Indian citizens, institutions, schools, colleges, NGOs, and community groups who wish to participate in promoting sustainable living practices. There are no specific eligibility restrictions based on age, income, or background; participation is voluntary and based on commitment to environmental stewardship.","Participants gain awareness about sustainable practices, contribute to national environmental goals, receive recognition for eco-friendly actions, and help build a culture of environmental responsibility. The programme fosters behavioural change that leads to long-term ecological benefits, including reduced pollution, conservation of natural resources, and improved public health outcomes.","The LIFE Programme primarily focuses on awareness, behavioural change, and voluntary action rather than direct financial support to individuals or entities. Financial assistance, if any, is channelled through partner organisations or government schemes aligned with LIFE objectives, but the programme itself does not provide grants, loans, or subsidies to beneficiaries.",,,"1. Visit the official LIFE Programme website at https://www.missionlife-india.com 2. Explore the themes and suggested actions under the LIFE initiative 3. Adopt sustainable practices in daily life such as saving energy, reducing waste, using public transport, and conserving water 4. Share your actions on social media using the hashtag #MissionLife 5. Encourage others in your community to join the movement 6. Participate in organised events, campaigns, or challenges launched under the programme",https://www.missionlife-india.com,Rolling basis — no fixed deadline. Participation is encouraged continuously throughout the year.,"Ministry of Environment, Forest and Climate Change, Government of India",,medium,,runs\run_20260706_0046\artifacts\row-624-life-programme-lifestyle-for-environment\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-624-life-programme-lifestyle-for-environment\report.md,runs\run_20260706_0046\artifacts\row-624-life-programme-lifestyle-for-environment\pitch.md,runs\run_20260706_0046\artifacts\row-624-life-programme-lifestyle-for-environment\how_to_apply.md,runs\run_20260706_0046\artifacts\row-624-life-programme-lifestyle-for-environment\summary.md,
row-621,AI & Data,ResponsibleAI Startup Grants (NASSCOM & MeitY),https://nasscom.in/ai,completed,30,20,350.6,"The ResponsibleAI Startup Grants (NASSCOM & MeitY) is a scheme aimed at supporting startups in the AI & Data sector, particularly focusing on responsible AI development. It is part of NASSCOM's initiatives to foster innovation and responsible AI adoption in India, often in collaboration with government bodies like MeitY. The scheme provides financial and non-financial support to eligible startups working on responsible AI solutions.",grant,startups,Pan-India,"Startups must be focused on Generative Artificial Intelligence (GenAI), have a Minimum Viable Product (MVP), demonstrate market traction with at least one paying client or three paid Proof of Concepts (POCs), be less than 10 years old since incorporation, and be legally incorporated in India.","Selected startups receive Free HPAIC Access (A100: 6-months or 1000 GPU hours), Domain Expertise & Research Know-How, Access to Data & Platforms, Fundraising Readiness Program, Curated Investor Connect, Support to build Responsible AI-Compliant Solutions, Technology Mentoring, Bootcamps on GTM Strategy and Growth Strategy, Collaborations & Partnerships, Global Access, and Office Hours.","The scheme provides non-financial support such as free high-performance AI computing access, mentorship, and investor connect. No direct monetary grant amount is specified in the evidence.",,,"1. Check eligibility criteria focusing on GenAI focus, MVP, client engagement, company age, and Indian incorporation. 2. Prepare documentation including proof of MVP, client engagement details, incorporation certificate, and team information. 3. Apply through the official NASSCOM GenAI Foundry portal or designated application channel. 4. Submit application for review by the selection panel. 5. Await intimation of selection and subsequent contracting if selected.",https://nasscom.in/ai/genaifoundry,Rolling basis,NASSCOM in collaboration with MeitY (Ministry of Electronics and Information Technology),,medium,,runs\run_20260706_0046\artifacts\row-621-responsibleai-startup-grants-nasscom-meity\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-621-responsibleai-startup-grants-nasscom-meity\report.md,runs\run_20260706_0046\artifacts\row-621-responsibleai-startup-grants-nasscom-meity\pitch.md,runs\run_20260706_0046\artifacts\row-621-responsibleai-startup-grants-nasscom-meity\how_to_apply.md,runs\run_20260706_0046\artifacts\row-621-responsibleai-startup-grants-nasscom-meity\summary.md,
row-620,AI & Data,India AI Startup Fellowship Programme,https://indiaai.gov.in,completed,30,14,400.7,"The India AI Startup Fellowship Programme is part of the IndiaAI Mission's Startup Financing pillar, which supports and accelerates deep-tech AI startups by providing streamlined access to funding for innovative AI projects. The programme aims to build a comprehensive ecosystem that fosters AI innovation by democratizing computing access, enhancing data quality, developing indigenous AI capabilities, attracting top AI talent, enabling industry collaboration, providing startup risk capital, ensuring socially impactful AI projects, and promoting ethical AI.",grant,startups,Pan-India,"Private entities including but not limited to startups, enterprises, academic institutions, and research organizations are encouraged to submit their AI models and documented use cases that demonstrate practical deployment and implementation of AI technologies across various sectors.","Streamlined access to funding for innovative AI projects, support for deep-tech AI startups, contribution to AIKosh platform as a central repository for AI innovation and research in India, visibility and recognition through the IndiaAI portal, access to datasets, models, AI sandbox and more via AIKosh Platform, opportunities to participate in AI initiatives and events, collaboration with government and industry stakeholders.","The IndiaAI Mission provides startup risk capital as part of its seven pillars, though specific quantum, type, and mechanism of financial support for the Startup Fellowship Programme are not detailed in the evidence.",,,"1. Register on AIKosh platform using the designated onboarding process for private entities including startups, companies, MSMEs, academic institutions, research organizations, thinktanks, non-profits, etc. 2. Ensure valid and verifiable legal status (Registered Society, Corporate Body, Statutory Body, Registered Company, etc.). 3. Designate at least one authorized representative (Administrative SPOC) responsible for managing dataset submissions, metadata maintenance, and contributor management on AIKosh. 4. Ensure data or dataset shared with AIKosh complies with the Digital Personal Data Protection Act (DPDPA), National Data Sharing and Accessibility Policy (NDSAP), and all other applicable laws, regulations, and policies of the Government of India governing data sharing, privacy, and security. 5. Ensure compliance with AIKosh Terms of Use and Privacy Policy. 6. Include complete and accurate metadata, specify licensing terms, and adhere to applicable data governance policies. 7. Submit multiple datasets if each submission is unique and meets the platform’s dataset contribution criteria. 8. Ensure dataset is wholly or partially relevant to India, containing India-specific content or artifacts. 9. Follow the structured workflow: Entity Registration, Dataset Onboarding, Dataset Validation & Publishing. 10. Refer to AIKosh User Manual for step-by-step guidance on platform functionalities, dataset submission workflows, and administrative roles. 11. Reach out to official support at support@indiaai.gov.in for additional support or clarifications.",https://indiaai.gov.in/,Submissions are accepted on a rolling basis with periodic reviews for compliance.,Ministry of Electronics and Information Technology (MeitY),support@indiaai.gov.in,medium,2024,runs\run_20260706_0046\artifacts\row-620-india-ai-startup-fellowship-programme\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-620-india-ai-startup-fellowship-programme\report.md,runs\run_20260706_0046\artifacts\row-620-india-ai-startup-fellowship-programme\pitch.md,runs\run_20260706_0046\artifacts\row-620-india-ai-startup-fellowship-programme\how_to_apply.md,runs\run_20260706_0046\artifacts\row-620-india-ai-startup-fellowship-programme\summary.md,
row-625,Climate & Environment,National Mission for Himalayan Studies (NMHS),https://gbpihedenvis.nic.in,completed,1,0,22.0,"The National Mission for Himalayan Studies (NMHS) is a central sector scheme aimed at supporting research, knowledge generation, and capacity building in the Indian Himalayan Region (IHR). It focuses on sustainable development, climate change adaptation, biodiversity conservation, and livelihood improvement in the Himalayan states. The mission promotes interdisciplinary and transdisciplinary research to address region-specific challenges through scientific and traditional knowledge systems.",grant,researchers; academic institutions; NGOs; state government departments; local communities,Indian Himalayan Region (IHR),"Eligible applicants include universities, colleges, research institutions, NGOs, state government departments, and individuals working in the Indian Himalayan Region. Proposals must align with the thematic priority areas of NMHS and demonstrate relevance to sustainable development, climate resilience, biodiversity conservation, or livelihood improvement in the IHR.","Financial support for research projects, fellowships, and capacity-building programs; access to research networks and collaborative platforms; opportunities for knowledge dissemination and policy engagement; support for fieldwork, data collection, and publication; integration of traditional knowledge with scientific research.","NMHS provides financial assistance in the form of grants-in-aid for research projects, fellowships, and thematic programs. The quantum of support varies based on the scope and duration of the project, with funding typically covering personnel, equipment, travel, consumables, and overheads. Grants are disbursed in installments based on project milestones and utilization certificates.",,,"1. Identify a research theme aligned with NMHS priority areas. 2. Prepare a detailed project proposal including objectives, methodology, budget, and expected outcomes. 3. Submit the proposal through the designated nodal officer or online portal as specified in the annual call. 4. Proposals undergo peer review and evaluation by expert committees. 5. Selected projects are sanctioned and funds are released upon submission of required documents. 6. Implement the project and submit periodic progress reports and utilization certificates.",,Based on annual call for proposals; specific dates vary each year,"Ministry of Environment, Forest and Climate Change (MoEFCC)",,medium,,runs\run_20260706_0046\artifacts\row-625-national-mission-for-himalayan-studies-nmhs\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-625-national-mission-for-himalayan-studies-nmhs\report.md,runs\run_20260706_0046\artifacts\row-625-national-mission-for-himalayan-studies-nmhs\pitch.md,runs\run_20260706_0046\artifacts\row-625-national-mission-for-himalayan-studies-nmhs\how_to_apply.md,runs\run_20260706_0046\artifacts\row-625-national-mission-for-himalayan-studies-nmhs\summary.md,
row-629,Climate & Environment,Compensatory Afforestation Fund (CAMPA) Grants,https://campa.gov.in,completed,1,0,43.2,"The Compensatory Afforestation Fund Management and Planning Authority (CAMPA) Grants are part of a national mechanism established under the Compensatory Afforestation Fund Act, 2016 to manage funds collected for compensatory afforestation in lieu of forest land diverted for non-forest purposes. The scheme aims to promote afforestation and regeneration activities as a way of compensating for forest land diversion. Funds are utilized by State/UT CAMPAs for plantation, conservation, protection and management of forests and wildlife.",grant,State Governments; Union Territory Administrations; State/UT CAMPAs,Pan-India,State Governments and Union Territory Administrations are eligible to receive funds from the National Compensatory Afforestation Fund under the CAMPA scheme. The funds are released to State/UT CAMPAs based on approved Annual Plans of Operations (APOs) for undertaking afforestation and conservation activities.,"Financial support for afforestation, reforestation, forest conservation, protection and management activities. Includes support for plantation, assisted natural regeneration, pest and disease control, forest fire prevention, soil and moisture conservation, wildlife habitat improvement, protected area management, capacity building, monitoring and evaluation, and forest-related infrastructure development.",Funds are released from the National Compensatory Afforestation Fund (NCAF) to State/UT CAMPAs based on their approved Annual Plans of Operations (APOs). The quantum of support depends on the funds collected from user agencies for compensatory afforestation and the approved APOs. There is no fixed per-entity grant amount; support is project-based and subject to availability of funds in the NCAF.,,,"1. State/UT CAMPAs prepare Annual Plans of Operations (APOs) detailing proposed afforestation and conservation activities. 2. APOs are submitted to the National Authority, CAMPA for approval. 3. Upon approval, funds are released from the National Compensatory Afforestation Fund (NCAF) to the respective State/UT CAMPAs. 4. State/UT CAMPAs implement the approved activities and submit utilization certificates and progress reports. 5. The National Authority monitors utilization and may conduct audits.",https://campa.gov.in,"Annual Plans of Operations (APOs) are typically submitted yearly for approval, with funds released upon sanction. Specific dates vary by state and are not fixed nationally.","National Compensatory Afforestation Fund Management and Planning Authority (National Authority, CAMPA), Ministry of Environment, Forest and Climate Change",,medium,,runs\run_20260706_0046\artifacts\row-629-compensatory-afforestation-fund-campa-grants\evidence_bundle.json,runs\run_20260706_0046\artifacts\row-629-compensatory-afforestation-fund-campa-grants\report.md,runs\run_20260706_0046\artifacts\row-629-compensatory-afforestation-fund-campa-grants\pitch.md,runs\run_20260706_0046\artifacts\row-629-compensatory-afforestation-fund-campa-grants\how_to_apply.md,runs\run_20260706_0046\artifacts\row-629-compensatory-afforestation-fund-campa-grants\summary.md,
